id,created_on,operation,property_type,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,expenses,description,title,lat.1,lon.1,housenumber,street,state,city,bathrooms
46e765f2d9e7cd725e31a00aa4cb757559bfec5a,2016-04-04,sell,Departamento,-34.5074,-58.4922,184000.0,0,50.0,2,," Dto 2 amb apto profesional a estrenar exc estado y categoria , edificio con importante sum, dormit c placard , pisos porcelanato, muebles de cocina completos artefac cocina comun , sup propia 50m2, balcon 4x1, terraza comun.“ Los datos, medidas y antigüedad son estimativos y suministrados por el dueño.”   Código de propiedad: AC45977Horacio Igarzabal CMCPSI Mat Nº 3154 DIC PROPIEDADES S.A. - ",Departamento en Olivos,-34.50756835,-58.49210363251773,3075.0,Avenida Maipú,Buenos Aires,Vicente López,2
b900e7bc3e9f19c4644e59681e89203a57a00c28,2016-04-04,sell,Departamento,-34.5074,-58.4922,184000.0,50,50.0,2,,"Dto 2 amb a estrenar exc estado y categoria , edificio con importante sum, dormit c placard , pisos porcelanato, muebles de cocina completos artefac cocina comun , sup propia 50m2, balcon 4x1, terraza comun . “Los datos, medidas y antigüedad son estimativos y suministrados por el dueño.” Código de propiedad: BJ08462Horacio Igarzabal CMCPSI Mat Nº 3154 DIC PROPIEDADES S.A. - ",Departamento en Olivos,-34.50756835,-58.49210363251773,3075.0,Avenida Maipú,Buenos Aires,Vicente López,2
fc2523554f2844abefb93527dc143b4ee2f3b913,2016-04-05,sell,Casa,-34.4784844,-58.5342562,368000.0,0,252.0,5,,"Casa en dos plantas cerca de zona Lomas Jockey con ubicación cercana a zona comercial y supermercado. PB: Living-comedor con pisos y escalera de mármol. Toilette de visitas. Amplia cocina abierta con comedor diario. Despensa. PA: Tres dormitorios; uno con vestidor. Dos baños grandes; uno de ellos refaccionado hace aprox. seis años. Terraza con opción para ampliar dormitorio principal o baño en suite. EXT: Buen jardín con pileta. Quincho con lavadero al fondo y/o eventual casa de huéspedes. Otras características:- Rejas, mosquiteros y persianas.- Frente: 10mts. Fondo: 50mts.GASTOS APROXIMADOS A MAYO 2017AySA: $551ABL: $1.795 (mensual)ARBA: 5 cuotas de $3.272Para mas información recuerde el código de la propiedad: L179902",Casa en Venta en Las Lomas de San Isidro,-34.47839357142857,-58.53430079591837,1549.0,3 de Febrero,Buenos Aires,San Isidro,2
1594262fab2db0132d7d4b6f3d1dc2ec5d542b65,2016-05-13,sell,Departamento,-34.6630117,-58.6090047,46000.0,38,38.0,1,,"Venta en Pozo. Departamentos 1 y 2 Ambientes. Edificio de Planta Baja y 2 Pisos. Desde U$S 46.000Cocheras Desde U$S 11.000Excelente Construccion.50% Anticipo y 50% Financiacion Grito de Alcorta 1146, Moron Sur Ubicado a 4 Cuadras de la Av. Hipolito Yrigoyen, 4 Cuadras de Monseor Bufano, a 10 Minutos del Centro Comercial de Moron. Consulte COD D505Comuniquese con:MIRIAM MALIZIA NEGOCIOS INMOBILIARIOS ESPORA 46, RAMOS MEJIA / .Publicado por Miriam Malizia Ngeocios Inmobiliarios a traves INMOMAP",Venta en Pozo Dtos. 1 y 2 Amb. Moron,-34.662886,-58.608977,1099.0,Grito de Alcorta,Buenos Aires,Morón,2
8f379e009799b455938c2eefddc8e0e0fd9a6dad,2016-04-30,sell,Departamento,-38.0093762,-57.54085,46000.0,26,26.0,1,,"Departamento de un ambiente , amplio , cocina separada con lavadero, baño completo , luminoso en un 4º piso .- Excelente inversión para renta , muy buen edificio con rampa discapacitados, tres asesores y muy buen estado en general.-Excelente inversión para renta a pocas cuadras del mar, centro cultural ex terminal, centro comercial guemes , bancos , playas , Universidad !!",1 ambiente - Ex terminal,-38.009349,-57.540681,2300.0,Sarmiento,Buenos Aires,Mar del Plata,2
901f346389aca002f373f9e6010a130eb58fc143,2016-04-04,sell,Departamento,-38.0093762,-57.54085,46000.0,30,30.0,2,,"2 ambientes al  contra frente,muy luminoso,cocina comedor,baño completo,habitaciòn.Placares.",vendo 2 ambientes muy luminoso zona Nuevo Shopping,-38.009349,-57.540681,2300.0,Sarmiento,Buenos Aires,Mar del Plata,2
9dd1c1c58d56b8022676d492f0eb16751945e138,2015-12-02,sell,Departamento,-34.603314896,-58.5389596224,46000.0,34,24.0,1,,"Departamento MONOAMBIENTE en Santos Lugares.A solo 1 cuadra de estación Santos Lugarescon patio propio, ambiente muy luminoso, placard ( solo frentes) pisos de porcelanato, cocina integrada con amoblamientos,artefacto de cocina, campana de acero inox. baño con bañera, puerta de seguridad, rejas.lavadero, Bajas expensas. -  - COZZO PROPIEDADES",DEPARTAMENTO EN VENTA,-34.603279830612244,-58.538918191836736,3116.0,432 - Doctor Atilio Carbone,Buenos Aires,Santos Lugares,2
1874e1e083e173fe41280228c41461a128dc314b,2015-12-04,sell,Departamento,-31.4319968162,-64.1870072783,92000.0,55,40.0,3,1000.0,"Duit Propiedades presenta este gran departamento único frente al parque las tejas, el mismo consta de dos niveles, una gran terraza y  un balcon grade en el segundo nivelEn el ingreso tenemos un gran estar comedor estilo amaricano, esto es sin columna ni obstrucciones, con salida a un patio luminosos, carpintería de primera calidad, luego un baño con bañera y una gran cocina integrada al comedorUn divisorio que nos lleva al dormitorio con gran placar con interiores de placar y salida al patioPosesión Inmediata-Una gran oportunidad de Duit Propiedades Especificaciones TécnicasIngreso jerarquizado con control de acceso.Portón automatizado de acceso a cocheras (2) en planta baja.Dos ascensores de última generación. Instalación de cañerías para CCTV, control de accesos, telefonía y TV, con planos aprobados por Telecom y Telefónica de Argentina.Instalación de alarma contra incendios y cañería según planos y especificaciones de la Dirección de Bomberos de la Policía de la Provincia de Córdoba.Provisión de cañería, cajas y tableros en cada unidad apta para Domótica, alarma y control de acceso (instalación y puesta en marcha opcional). Portero eléctrico en cada departamento.Caldera dual (agua caliente sanitaria y calefacción) marca Caldaia o de similar características y calidad, con instalación de cañería para calefacción en cada departamento, provisión e instalación de radiadores opcional. Carpinterías exteriores, ventanas y puertas ventanas en aluminio anodizado natural, línea Tecno III y Tecno IV de la firma Anodal o alternativa en lienea Módena y A30 de la firma Aluar.Puertas placas en madera enchapada y frentes de placards (piso a techo con guías corredizas).Griferías marca FV (en baños y cocina) y artefactos sanitarios marca Ferrum para baños c/inodoros con mochila.Muros interiores de cada unidad, pasillos y recepción con terminación al yeso (enlucido).Revoque proyectado en muros exteriores.Revestimientos para pisos de porcelanatto de 1ra calidad en cada departamento (alternativa piso flotante de madera de 20 mm en dormitorios).Revestimientos para pisos de porcelanatto (alternativa cerámicos) de 1ra calidad para ingresos y pasillos en cada nivel.Revestimientos cerámicos para muros en baños y cocina.Muebles de cocina bajo mesada (opcional alacenas) ejecutados en MDF encha-pados en melamina con cantos y accesorios en aluminio.Mesadas de cocina de granito y de mármol en baños.Pre instalación para Aire Acondicionado.",DG) VENTA/ Nueva Cordoba frente al PARQUE LAS TEJAS 1Dorm c/ Patio,-31.43202204375,-64.18701241875,256.0,Bolivia,Córdoba,Córdoba,2
b796724cb69efa551924f8ae0e94fc3d056c8842,2016-04-27,sell,Departamento,-34.603792,-58.435575,92000.0,54,45.0,2,1200.0,"Muy Lindo departamento FRENTE AL PQUE. CENTENARIO!!! en Planta Baja con Patio de 8,5m2, cocina independiente con comedor diario, living-comedor, baño y dormitorio con amplio placard. BAJAS EXPENSAS",DEPARTAMENTO EN VENTA CON PATIO Pque. Centenario- 2amb.,-34.6037,-58.4356,227.0,"Gallardo, Angel Av.",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2
9e73fddcfa5c4d6720dbd460a6ff159559b2bb7a,2016-04-29,sell,Departamento,-34.6150574,-58.4802378,92000.0,49,47.0,3,2900.0,"Excelente departamento de 3 ambientes al Frente.2 Dormitorios con pisos de parquet y placards, Cocina Completa con muebles bajo mesada y grifería mono comando.Amplios ambientes Muy luminoso.Excelente ubicación a una cuadra de Av. Nazca y a siete cuadras de Alvarez Jonte.Diversa líneas de colectivos. Digno de ver.Los valores de impuestos, ABL, expensas, etc, indicados en este aviso están sujetos a verificación y/o revisión. El precio del inmueble puede ser modificado sin previo aviso. Toda información es a sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo.",Departamento de 3 ambientes Santa Rita,-34.6151,-58.4801,1693.0,Argerich,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2
